n,direccion,status,http_code,elapsed_s,error
438,TUCUMAN 3623,OK,200.0,6.698524236679077,
439,AV. RIVADAVIA 10729,OK,200.0,6.236738204956055,
440,SAN PEDRO 7434,OK,200.0,5.89543342590332,
441,TARIJA 4280,OK,200.0,4.700651168823242,
442,BLANCO ENCALADA 4716,OK,200.0,5.55106782913208,
443,PEDRO LOZANO 5965,OK,200.0,5.178104639053345,
444,AV. SALVADOR MARIA DEL CARRIL 2804,OK,200.0,5.063892364501953,
445,GREGORIO DE LAFERRERE 3743,OK,200.0,4.89466667175293,
446,RUIZ DE LOS LLANOS 1006,OK,200.0,4.1347668170928955,
447,AV. TRIUNVIRATO 5824,OK,200.0,5.851193904876709,
448,BOGOTA 2013,OK,200.0,4.669873476028442,
449,CESAR H. BACLE 3884,OK,200.0,5.068042755126953,
450,GARIBALDI 1975,OK,200.0,7.0252625942230225,
451,GALICIA 1113,OK,200.0,5.086382150650024,
452,TIMOTEO GORDILLO 4270,OK,200.0,4.26267409324646,
453,LAVOISIER 3488,OK,200.0,4.319381237030029,
454,UNANUE 5734,OK,200.0,5.099449634552002,
455,THAMES 1603,OK,200.0,5.36798620223999,
456,IBERA 6027,OK,200.0,4.9095518589019775,
457,DONIZETTI 299,OK,200.0,4.936177015304565,
458,DELGADO 1187,OK,200.0,8.215792894363403,
459,AV. CORDOBA 3451,OK,200.0,5.097817420959473,
460,COPENHAGUE 1514,OK,200.0,5.142430543899536,
461,COCHRANE 2975,OK,200.0,4.694549560546875,
462,REMEDIOS 2819,OK,200.0,5.53953218460083,
463,RIO COLORADO 4469,OK,200.0,4.523475885391235,
464,CAPITAN DOMINGO ALEJO MILLAN 3183,ERROR,404.0,0.6530120372772217,HTTP 404
465,FRANCISCO ACUÑA DE FIGUEROA 812,OK,200.0,6.569270849227905,
466,IRALA 15,OK,200.0,5.1063196659088135,
467,ZAPIOLA 3674,OK,200.0,9.850200891494751,
468,SANTOS DUMONT 3721,OK,200.0,5.574845314025879,
469,MARTINIANO LEGUIZAMON 1501,OK,200.0,4.847435235977173,
470,JUAN SEBASTIAN BACH 4373,OK,200.0,4.736337900161743,
471,GUATEMALA 4902,OK,200.0,5.828193187713623,
472,RUIZ DE LOS LLANOS 1252,OK,200.0,4.631759166717529,
473,LARRAYA 1851,OK,200.0,4.814353704452515,
474,ESTOMBA 2445,OK,200.0,5.551657438278198,
475,CAPITAN GENERAL RAMON FREIRE 434,OK,200.0,5.532723665237427,
476,ANGEL JUSTINIANO CARRANZA 1170,OK,200.0,5.15997314453125,
477,LUGONES 2585,OK,200.0,6.499490976333618,
478,BERMUDEZ 1284,OK,200.0,5.956562519073486,
479,COSQUIN 4167,OK,200.0,4.450254917144775,
480,CALIFORNIA 2865,OK,200.0,4.546317100524902,
481,GARCIA DEL RIO 3470,OK,200.0,4.740015983581543,
482,TEODORO VILARDEBO 1834,OK,200.0,4.784708261489868,
483,BIARRITZ 2387,OK,200.0,5.475012540817261,
484,AGUIRRE 1501,ERROR,404.0,2.2386343479156494,HTTP 404
485,TRONADOR 2435,OK,200.0,4.455160617828369,
486,JOAQUIN V. GONZALEZ 252,OK,200.0,8.333079814910889,
487,JUANA DE ARCO 2565,OK,200.0,4.63991641998291,
488,SAN NICOLAS 3556,OK,200.0,5.093791484832764,
489,AV. GAONA 4925,OK,200.0,5.039476633071899,
490,MONROE 847,OK,200.0,5.46043848991394,
491,AV. DOCTOR RICARDO BALBIN 3213,OK,200.0,10.197412490844727,
492,EDUARDO ACEVEDO 52,OK,200.0,6.321434259414673,
493,SANTO DOMINGO 2431,OK,200.0,5.492492198944092,
494,ARISTOBULO DEL VALLE 1582,OK,200.0,7.814278841018677,
495,DR. DOMINGO CABRED 7321,ERROR,404.0,0.29053616523742676,HTTP 404
496,SANTO TOME 5191,OK,200.0,5.839662075042725,
497,AIZPURUA 3044,OK,200.0,4.834383249282837,
498,AV. ALVAREZ JONTE 3172,OK,200.0,6.035637617111206,
499,TERRADA 4784,OK,200.0,5.298851728439331,
500,FRANCO 3192,OK,200.0,4.513868808746338,
