n,direccion,status,http_code,elapsed_s,error
201,CALLE SIN NOMBRE OFICIAL 3550,ERROR,404,0.4369511604309082,HTTP 404
202,CARLOS CALVO 555,OK,200,5.196894407272339,
203,LAFUENTE 639,OK,200,6.12041449546814,
204,HUDSON 4436,OK,200,9.584588050842285,
205,BOGOTA 3396,OK,200,8.234867095947266,
206,SAN PEDRO 7186,OK,200,5.677479267120361,
207,VIRREY ARREDONDO 3515,OK,200,5.989579439163208,
208,SALVIGNY 1590,OK,200,5.358529329299927,
209,TINOGASTA 5120,OK,200,5.167547941207886,
210,HUDSON 4615,OK,200,5.660917282104492,
211,TINOGASTA 4283,OK,200,6.174514532089233,
212,CONDARCO 1297,OK,200,6.9044294357299805,
213,MARTINIANO LEGUIZAMON 4491,OK,200,5.9931886196136475,
214,AV. HIPOLITO YRIGOYEN 3400,OK,200,7.484986066818237,
215,MOLDES 1163,OK,200,5.667878866195679,
216,JUFRE 817,OK,200,5.581462144851685,
217,VIRREY OLAGUER Y FELIU 3212,OK,200,7.053163766860962,
218,MORON 2785,OK,200,5.328906059265137,
219,GURRUCHAGA 2345,OK,200,6.182201862335205,
220,ESPARTACO 967,OK,200,5.132004022598267,
221,GAVILAN 4274,OK,200,5.339846134185791,
222,JUAN CARLOS GOMEZ 222,OK,200,4.888628005981445,
223,AV. JUAN B. JUSTO 7849,OK,200,8.210181474685669,
224,BAZURCO 2638,OK,200,6.597654581069946,
225,CLAY 3064,OK,200,4.673600912094116,
226,CACHI 457,OK,200,5.974367618560791,
227,BEAUCHEF 1219,OK,200,5.298250675201416,
228,THAMES 1717,OK,200,5.886357307434082,
229,CHIVILCOY 70,OK,200,5.490968704223633,
230,AV. BELGRANO 3512,OK,200,9.312280178070068,
231,BERMUDEZ 415,OK,200,6.968852996826172,
232,PROFESOR DOCTOR PEDRO CHUTRO 3286,ERROR,404,0.32387804985046387,HTTP 404
233,FONROUGE 4342,OK,200,5.030499458312988,
234,HORTIGUERA 110,OK,200,5.776650428771973,
235,DIRECTORIO 6514,OK,200,5.448824644088745,
236,GRAL. DANIEL CERRI 1254,OK,200,7.084666967391968,
237,MORON 3952,OK,200,5.474325895309448,
238,DON BOSCO 3957,OK,200,7.28152060508728,
239,PEDRO MORAN 2323,OK,200,6.698283910751343,
240,AV. URUGUAY 740,OK,200,14.277522563934326,
241,SALADILLO 1670,OK,200,5.568578243255615,
242,FAMATINA 3369,OK,200,4.8060925006866455,
243,RONDEAU 2488,OK,200,7.523135423660278,
244,CALIFORNIA 787,OK,200,5.4984564781188965,
245,PICO 4520,OK,200,6.688593864440918,
246,CALLE SIN NOMBRE OFICIAL 4897,ERROR,404,0.35335707664489746,HTTP 404
247,LA HAYA 4071,OK,200,6.344846487045288,
248,CAÑADA DE GOMEZ 4443,OK,200,4.495119094848633,
249,CAMARONES 5049,OK,200,5.33258318901062,
250,BALBASTRO 460,OK,200,6.8602025508880615,
251,JOAQUIN V. GONZALEZ 2320,OK,200,6.725454568862915,
252,CACHIMAYO 1867,OK,200,5.568810224533081,
253,AV. GENERAL INDALECIO CHENAUT 1771,ERROR,404,0.4205446243286133,HTTP 404
254,AQUINO 4911,OK,200,5.187560558319092,
255,14 DE JULIO 175,OK,200,5.511470317840576,
256,CARLOS BERG 3574,OK,200,7.067875385284424,
